일시,구분,위도,경도,미세먼지,초미세먼지,주된먼지
2022-12-31 12:00,중구,37.5636,126.9978,48,44,초미세먼지
2022-12-31 12:00,중랑구,37.6063,127.0927,47,38,초미세먼지
2022-12-31 11:00,강남구,37.5172,127.0473,40,28,미세먼지
2022-12-31 11:00,강동구,37.5301,127.1238,50,40,미세먼지
2022-12-31 11:00,강북구,37.6398,127.025,50,35,미세먼지
2022-12-31 11:00,강서구,37.5509,126.8495,44,25,미세먼지
2022-12-31 11:00,관악구,37.4784,126.9516,33,19,미세먼지
2022-12-31 11:00,광진구,37.5388,127.0826,45,35,미세먼지
2022-12-31 11:00,구로구,37.4954,126.8874,35,26,초미세먼지
2022-12-31 11:00,금천구,37.4569,126.8955,32,25,초미세먼지
2022-12-31 11:00,노원구,37.6543,127.0568,44,37,초미세먼지
2022-12-31 11:00,도봉구,37.6688,127.0467,40,36,초미세먼지
2022-12-31 11:00,동대문구,37.5744,127.0395,44,31,미세먼지
2022-12-31 11:00,동작구,37.5124,126.9391,42,30,미세먼지
2022-12-31 11:00,마포구,37.5663,126.9014,40,33,초미세먼지
2022-12-31 11:00,서대문구,37.5792,126.9368,36,27,초미세먼지
2022-12-31 11:00,서초구,37.4836,127.0327,36,26,미세먼지
2022-12-31 11:00,성동구,37.5633,127.0369,46,29,미세먼지
2022-12-31 11:00,성북구,37.5894,127.0164,44,32,미세먼지
2022-12-31 11:00,송파구,37.5145,127.1059,44,29,미세먼지
2022-12-31 11:00,양천구,37.5168,126.8665,34,24,미세먼지
2022-12-31 11:00,영등포구,37.526,126.8961,41,26,미세먼지
2022-12-31 11:00,용산구,37.5311,126.981,42,33,초미세먼지
2022-12-31 11:00,은평구,37.6027,126.9292,37,24,미세먼지
2022-12-31 11:00,종로구,37.5735,126.979,43,35,초미세먼지
2022-12-31 11:00,중구,37.5636,126.9978,44,39,초미세먼지
2022-12-31 11:00,중랑구,37.6063,127.0927,46,34,미세먼지
2022-12-31 10:00,강남구,37.5172,127.0473,36,25,미세먼지
2022-12-31 10:00,강동구,37.5301,127.1238,47,36,미세먼지
2022-12-31 10:00,강북구,37.6398,127.025,40,25,미세먼지
2022-12-31 10:00,강서구,37.5509,126.8495,43,26,미세먼지
2022-12-31 10:00,관악구,37.4784,126.9516,37,21,미세먼지
2022-12-31 10:00,광진구,37.5388,127.0826,42,30,미세먼지
2022-12-31 10:00,구로구,37.4954,126.8874,35,23,미세먼지
2022-12-31 10:00,금천구,37.4569,126.8955,32,25,초미세먼지
2022-12-31 10:00,노원구,37.6543,127.0568,41,32,초미세먼지
2022-12-31 10:00,도봉구,37.6688,127.0467,36,29,초미세먼지
2022-12-31 10:00,동대문구,37.5744,127.0395,38,25,미세먼지
2022-12-31 10:00,동작구,37.5124,126.9391,38,28,미세먼지
2022-12-31 10:00,마포구,37.5663,126.9014,36,30,초미세먼지
2022-12-31 10:00,서대문구,37.5792,126.9368,32,24,초미세먼지
2022-12-31 10:00,서초구,37.4836,127.0327,34,26,초미세먼지
2022-12-31 10:00,성동구,37.5633,127.0369,43,25,미세먼지
2022-12-31 10:00,성북구,37.5894,127.0164,39,29,미세먼지
2022-12-31 10:00,송파구,37.5145,127.1059,40,33,초미세먼지
2022-12-31 10:00,양천구,37.5168,126.8665,33,27,초미세먼지
2022-12-31 10:00,영등포구,37.526,126.8961,37,24,미세먼지
2022-12-31 10:00,용산구,37.5311,126.981,38,29,초미세먼지
2022-12-31 10:00,은평구,37.6027,126.9292,35,23,미세먼지
2022-12-31 10:00,종로구,37.5735,126.979,39,30,초미세먼지
2022-12-31 10:00,중구,37.5636,126.9978,37,35,초미세먼지
2022-12-31 10:00,중랑구,37.6063,127.0927,42,32,미세먼지
2022-12-31 9:00,강남구,37.5172,127.0473,35,25,미세먼지
2022-12-31 9:00,강동구,37.5301,127.1238,40,34,초미세먼지
2022-12-31 9:00,강북구,37.6398,127.025,35,23,미세먼지
2022-12-31 9:00,강서구,37.5509,126.8495,46,29,미세먼지
2022-12-31 9:00,관악구,37.4784,126.9516,24,15,초미세먼지
2022-12-31 9:00,광진구,37.5388,127.0826,37,27,미세먼지
2022-12-31 9:00,구로구,37.4954,126.8874,31,20,미세먼지
2022-12-31 9:00,금천구,37.4569,126.8955,26,22,초미세먼지
2022-12-31 9:00,노원구,37.6543,127.0568,44,31,미세먼지
2022-12-31 9:00,도봉구,37.6688,127.0467,34,27,초미세먼지
2022-12-31 9:00,동대문구,37.5744,127.0395,35,24,미세먼지
2022-12-31 9:00,동작구,37.5124,126.9391,37,26,미세먼지
2022-12-31 9:00,마포구,37.5663,126.9014,33,27,초미세먼지
2022-12-31 9:00,서대문구,37.5792,126.9368,38,25,미세먼지
2022-12-31 9:00,서초구,37.4836,127.0327,32,23,초미세먼지
2022-12-31 9:00,성동구,37.5633,127.0369,40,26,미세먼지
2022-12-31 9:00,성북구,37.5894,127.0164,36,25,미세먼지
2022-12-31 9:00,송파구,37.5145,127.1059,37,25,미세먼지
2022-12-31 9:00,양천구,37.5168,126.8665,33,27,초미세먼지
2022-12-31 9:00,영등포구,37.526,126.8961,32,20,미세먼지
2022-12-31 9:00,용산구,37.5311,126.981,35,28,초미세먼지
2022-12-31 9:00,은평구,37.6027,126.9292,31,19,미세먼지
2022-12-31 9:00,종로구,37.5735,126.979,34,28,초미세먼지
2022-12-31 9:00,중구,37.5636,126.9978,38,33,초미세먼지
2022-12-31 9:00,중랑구,37.6063,127.0927,39,30,초미세먼지
2022-12-31 8:00,강남구,37.5172,127.0473,33,24,초미세먼지
2022-12-31 8:00,강동구,37.5301,127.1238,38,30,초미세먼지
2022-12-31 8:00,강북구,37.6398,127.025,31,21,미세먼지
2022-12-31 8:00,강서구,37.5509,126.8495,46,29,미세먼지
2022-12-31 8:00,관악구,37.4784,126.9516,30,20,미세먼지
2022-12-31 8:00,광진구,37.5388,127.0826,37,29,초미세먼지
2022-12-31 8:00,구로구,37.4954,126.8874,28,21,초미세먼지
2022-12-31 8:00,금천구,37.4569,126.8955,28,22,초미세먼지
2022-12-31 8:00,노원구,37.6543,127.0568,38,27,미세먼지
2022-12-31 8:00,도봉구,37.6688,127.0467,31,23,초미세먼지
2022-12-31 8:00,동대문구,37.5744,127.0395,35,25,미세먼지
2022-12-31 8:00,동작구,37.5124,126.9391,38,27,미세먼지
2022-12-31 8:00,마포구,37.5663,126.9014,32,25,초미세먼지
2022-12-31 8:00,서대문구,37.5792,126.9368,34,18,미세먼지
2022-12-31 8:00,서초구,37.4836,127.0327,23,17,초미세먼지
2022-12-31 8:00,성동구,37.5633,127.0369,36,24,미세먼지
2022-12-31 8:00,성북구,37.5894,127.0164,30,25,초미세먼지
2022-12-31 8:00,송파구,37.5145,127.1059,37,29,초미세먼지
2022-12-31 8:00,양천구,37.5168,126.8665,34,27,초미세먼지
2022-12-31 8:00,영등포구,37.526,126.8961,34,21,미세먼지
2022-12-31 8:00,용산구,37.5311,126.981,31,28,초미세먼지
2022-12-31 8:00,은평구,37.6027,126.9292,33,19,미세먼지
2022-12-31 8:00,종로구,37.5735,126.979,34,28,초미세먼지
2022-12-31 8:00,중구,37.5636,126.9978,35,33,초미세먼지
2022-12-31 8:00,중랑구,37.6063,127.0927,37,32,초미세먼지
2022-12-31 7:00,강남구,37.5172,127.0473,36,24,미세먼지
2022-12-31 7:00,강동구,37.5301,127.1238,38,31,초미세먼지
2022-12-31 7:00,강북구,37.6398,127.025,35,22,미세먼지
2022-12-31 7:00,강서구,37.5509,126.8495,49,32,미세먼지
2022-12-31 7:00,관악구,37.4784,126.9516,23,17,초미세먼지
2022-12-31 7:00,광진구,37.5388,127.0826,35,28,초미세먼지
2022-12-31 7:00,구로구,37.4954,126.8874,38,25,미세먼지
2022-12-31 7:00,금천구,37.4569,126.8955,25,23,초미세먼지
2022-12-31 7:00,노원구,37.6543,127.0568,38,27,미세먼지
2022-12-31 7:00,도봉구,37.6688,127.0467,30,19,미세먼지
2022-12-31 7:00,동대문구,37.5744,127.0395,37,25,미세먼지
2022-12-31 7:00,동작구,37.5124,126.9391,34,25,초미세먼지
2022-12-31 7:00,마포구,37.5663,126.9014,33,26,초미세먼지
2022-12-31 7:00,서대문구,37.5792,126.9368,35,23,미세먼지
2022-12-31 7:00,서초구,37.4836,127.0327,26,19,초미세먼지
2022-12-31 7:00,성동구,37.5633,127.0369,37,25,미세먼지
2022-12-31 7:00,성북구,37.5894,127.0164,35,30,초미세먼지
2022-12-31 7:00,송파구,37.5145,127.1059,36,28,초미세먼지
2022-12-31 7:00,양천구,37.5168,126.8665,39,32,초미세먼지
2022-12-31 7:00,영등포구,37.526,126.8961,33,21,미세먼지
2022-12-31 7:00,용산구,37.5311,126.981,30,28,초미세먼지
2022-12-31 7:00,은평구,37.6027,126.9292,27,16,미세먼지
2022-12-31 7:00,종로구,37.5735,126.979,36,30,초미세먼지
2022-12-31 7:00,중구,37.5636,126.9978,35,32,초미세먼지
2022-12-31 7:00,중랑구,37.6063,127.0927,37,32,초미세먼지
2022-12-31 6:00,강남구,37.5172,127.0473,32,24,초미세먼지
2022-12-31 6:00,강동구,37.5301,127.1238,39,29,미세먼지
2022-12-31 6:00,강북구,37.6398,127.025,30,20,미세먼지
2022-12-31 6:00,강서구,37.5509,126.8495,47,27,미세먼지
2022-12-31 6:00,관악구,37.4784,126.9516,39,26,미세먼지
2022-12-31 6:00,광진구,37.5388,127.0826,36,28,초미세먼지
2022-12-31 6:00,구로구,37.4954,126.8874,33,22,미세먼지
2022-12-31 6:00,금천구,37.4569,126.8955,26,22,초미세먼지
2022-12-31 6:00,노원구,37.6543,127.0568,35,27,초미세먼지
2022-12-31 6:00,도봉구,37.6688,127.0467,26,23,초미세먼지
2022-12-31 6:00,동대문구,37.5744,127.0395,33,24,초미세먼지
2022-12-31 6:00,동작구,37.5124,126.9391,30,25,초미세먼지
2022-12-31 6:00,마포구,37.5663,126.9014,36,30,초미세먼지
2022-12-31 6:00,서대문구,37.5792,126.9368,32,17,미세먼지
2022-12-31 6:00,서초구,37.4836,127.0327,27,22,초미세먼지
2022-12-31 6:00,성동구,37.5633,127.0369,37,23,미세먼지
2022-12-31 6:00,성북구,37.5894,127.0164,29,25,초미세먼지
2022-12-31 6:00,송파구,37.5145,127.1059,37,31,초미세먼지
2022-12-31 6:00,양천구,37.5168,126.8665,42,31,미세먼지
2022-12-31 6:00,영등포구,37.526,126.8961,33,25,초미세먼지
2022-12-31 6:00,용산구,37.5311,126.981,28,25,초미세먼지
2022-12-31 6:00,은평구,37.6027,126.9292,28,16,미세먼지
2022-12-31 6:00,종로구,37.5735,126.979,32,27,초미세먼지
2022-12-31 6:00,중구,37.5636,126.9978,36,29,초미세먼지
2022-12-31 6:00,중랑구,37.6063,127.0927,40,28,미세먼지
2022-12-31 5:00,강남구,37.5172,127.0473,34,24,미세먼지
2022-12-31 5:00,강동구,37.5301,127.1238,40,32,초미세먼지
2022-12-31 5:00,강북구,37.6398,127.025,29,21,초미세먼지
2022-12-31 5:00,강서구,37.5509,126.8495,43,29,미세먼지
2022-12-31 5:00,관악구,37.4784,126.9516,29,20,초미세먼지
2022-12-31 5:00,광진구,37.5388,127.0826,36,29,초미세먼지
2022-12-31 5:00,구로구,37.4954,126.8874,38,28,미세먼지
2022-12-31 5:00,금천구,37.4569,126.8955,27,23,초미세먼지
2022-12-31 5:00,노원구,37.6543,127.0568,34,25,초미세먼지
2022-12-31 5:00,도봉구,37.6688,127.0467,24,18,초미세먼지
2022-12-31 5:00,동대문구,37.5744,127.0395,32,24,초미세먼지
2022-12-31 5:00,동작구,37.5124,126.9391,31,22,초미세먼지
2022-12-31 5:00,마포구,37.5663,126.9014,35,31,초미세먼지
2022-12-31 5:00,서대문구,37.5792,126.9368,33,18,미세먼지
2022-12-31 5:00,서초구,37.4836,127.0327,28,20,초미세먼지
2022-12-31 5:00,성동구,37.5633,127.0369,38,24,미세먼지
2022-12-31 5:00,성북구,37.5894,127.0164,25,23,초미세먼지
2022-12-31 5:00,송파구,37.5145,127.1059,38,28,미세먼지
2022-12-31 5:00,양천구,37.5168,126.8665,40,31,초미세먼지
2022-12-31 5:00,영등포구,37.526,126.8961,34,22,미세먼지
2022-12-31 5:00,용산구,37.5311,126.981,34,29,초미세먼지
2022-12-31 5:00,은평구,37.6027,126.9292,27,14,미세먼지
2022-12-31 5:00,종로구,37.5735,126.979,31,29,초미세먼지
2022-12-31 5:00,중구,37.5636,126.9978,35,27,초미세먼지
2022-12-31 5:00,중랑구,37.6063,127.0927,35,27,초미세먼지
2022-12-31 4:00,강남구,37.5172,127.0473,32,23,초미세먼지
2022-12-31 4:00,강동구,37.5301,127.1238,39,31,초미세먼지
2022-12-31 4:00,강북구,37.6398,127.025,28,18,미세먼지
2022-12-31 4:00,강서구,37.5509,126.8495,42,29,미세먼지
2022-12-31 4:00,관악구,37.4784,126.9516,41,28,미세먼지
2022-12-31 4:00,광진구,37.5388,127.0826,33,25,초미세먼지
2022-12-31 4:00,구로구,37.4954,126.8874,42,27,미세먼지
2022-12-31 4:00,금천구,37.4569,126.8955,29,24,초미세먼지
2022-12-31 4:00,노원구,37.6543,127.0568,30,23,초미세먼지
2022-12-31 4:00,도봉구,37.6688,127.0467,27,20,초미세먼지
2022-12-31 4:00,동대문구,37.5744,127.0395,33,25,초미세먼지
2022-12-31 4:00,동작구,37.5124,126.9391,30,22,초미세먼지
2022-12-31 4:00,마포구,37.5663,126.9014,39,30,초미세먼지
2022-12-31 4:00,서대문구,37.5792,126.9368,25,17,초미세먼지
2022-12-31 4:00,서초구,37.4836,127.0327,28,22,초미세먼지
2022-12-31 4:00,성동구,37.5633,127.0369,36,23,미세먼지
2022-12-31 4:00,성북구,37.5894,127.0164,26,21,초미세먼지
2022-12-31 4:00,송파구,37.5145,127.1059,37,24,미세먼지
2022-12-31 4:00,양천구,37.5168,126.8665,40,30,미세먼지
2022-12-31 4:00,영등포구,37.526,126.8961,35,22,미세먼지
2022-12-31 4:00,용산구,37.5311,126.981,34,28,초미세먼지
2022-12-31 4:00,은평구,37.6027,126.9292,28,17,미세먼지
2022-12-31 4:00,종로구,37.5735,126.979,31,25,초미세먼지
2022-12-31 4:00,중구,37.5636,126.9978,30,26,초미세먼지
2022-12-31 4:00,중랑구,37.6063,127.0927,35,25,미세먼지
2022-12-31 3:00,강남구,37.5172,127.0473,34,22,미세먼지
2022-12-31 3:00,강동구,37.5301,127.1238,39,29,미세먼지
2022-12-31 3:00,강북구,37.6398,127.025,28,17,미세먼지
2022-12-31 3:00,강서구,37.5509,126.8495,46,30,미세먼지
2022-12-31 3:00,관악구,37.4784,126.9516,33,22,미세먼지
2022-12-31 3:00,광진구,37.5388,127.0826,35,24,미세먼지
2022-12-31 3:00,구로구,37.4954,126.8874,38,27,미세먼지
2022-12-31 3:00,금천구,37.4569,126.8955,33,26,초미세먼지
2022-12-31 3:00,노원구,37.6543,127.0568,33,24,초미세먼지
2022-12-31 3:00,도봉구,37.6688,127.0467,21,13,초미세먼지
2022-12-31 3:00,동대문구,37.5744,127.0395,30,24,초미세먼지
2022-12-31 3:00,동작구,37.5124,126.9391,32,23,초미세먼지
2022-12-31 3:00,마포구,37.5663,126.9014,37,31,초미세먼지
2022-12-31 3:00,서대문구,37.5792,126.9368,34,23,미세먼지
2022-12-31 3:00,서초구,37.4836,127.0327,33,21,미세먼지
2022-12-31 3:00,성동구,37.5633,127.0369,35,20,미세먼지
2022-12-31 3:00,성북구,37.5894,127.0164,27,23,초미세먼지
2022-12-31 3:00,송파구,37.5145,127.1059,38,35,초미세먼지
2022-12-31 3:00,양천구,37.5168,126.8665,38,28,미세먼지
2022-12-31 3:00,영등포구,37.526,126.8961,40,25,미세먼지
2022-12-31 3:00,용산구,37.5311,126.981,38,28,미세먼지
2022-12-31 3:00,은평구,37.6027,126.9292,29,16,미세먼지
2022-12-31 3:00,종로구,37.5735,126.979,33,29,초미세먼지
2022-12-31 3:00,중구,37.5636,126.9978,35,31,초미세먼지
2022-12-31 3:00,중랑구,37.6063,127.0927,29,25,초미세먼지
2022-12-31 2:00,강남구,37.5172,127.0473,34,24,미세먼지
2022-12-31 2:00,강동구,37.5301,127.1238,38,26,미세먼지
2022-12-31 2:00,강북구,37.6398,127.025,29,19,미세먼지
2022-12-31 2:00,강서구,37.5509,126.8495,48,29,미세먼지
2022-12-31 2:00,관악구,37.4784,126.9516,43,28,미세먼지
2022-12-31 2:00,광진구,37.5388,127.0826,32,25,초미세먼지
2022-12-31 2:00,구로구,37.4954,126.8874,36,25,미세먼지
2022-12-31 2:00,금천구,37.4569,126.8955,32,27,초미세먼지
2022-12-31 2:00,노원구,37.6543,127.0568,34,24,미세먼지
2022-12-31 2:00,도봉구,37.6688,127.0467,23,21,초미세먼지
2022-12-31 2:00,동대문구,37.5744,127.0395,36,25,미세먼지
2022-12-31 2:00,동작구,37.5124,126.9391,41,30,미세먼지
2022-12-31 2:00,마포구,37.5663,126.9014,37,30,초미세먼지
2022-12-31 2:00,서대문구,37.5792,126.9368,40,31,초미세먼지
2022-12-31 2:00,서초구,37.4836,127.0327,34,26,초미세먼지
2022-12-31 2:00,성동구,37.5633,127.0369,38,23,미세먼지
2022-12-31 2:00,성북구,37.5894,127.0164,28,19,초미세먼지
2022-12-31 2:00,송파구,37.5145,127.1059,40,30,미세먼지
2022-12-31 2:00,양천구,37.5168,126.8665,41,33,초미세먼지
2022-12-31 2:00,영등포구,37.526,126.8961,38,26,미세먼지
2022-12-31 2:00,용산구,37.5311,126.981,39,30,초미세먼지
2022-12-31 2:00,은평구,37.6027,126.9292,25,15,미세먼지
2022-12-31 2:00,종로구,37.5735,126.979,38,32,초미세먼지
2022-12-31 2:00,중구,37.5636,126.9978,40,31,초미세먼지
2022-12-31 2:00,중랑구,37.6063,127.0927,30,24,초미세먼지
2022-12-31 1:00,강남구,37.5172,127.0473,40,29,미세먼지
2022-12-31 1:00,강동구,37.5301,127.1238,37,30,초미세먼지
2022-12-31 1:00,강북구,37.6398,127.025,29,21,초미세먼지
2022-12-31 1:00,강서구,37.5509,126.8495,50,32,미세먼지
2022-12-31 1:00,관악구,37.4784,126.9516,51,35,미세먼지
2022-12-31 1:00,광진구,37.5388,127.0826,34,26,초미세먼지
2022-12-31 1:00,구로구,37.4954,126.8874,39,24,미세먼지
2022-12-31 1:00,금천구,37.4569,126.8955,35,28,초미세먼지
2022-12-31 1:00,노원구,37.6543,127.0568,36,26,미세먼지
2022-12-31 1:00,도봉구,37.6688,127.0467,26,19,초미세먼지
2022-12-31 1:00,동대문구,37.5744,127.0395,39,27,미세먼지
2022-12-31 1:00,동작구,37.5124,126.9391,43,30,미세먼지
2022-12-31 1:00,마포구,37.5663,126.9014,38,30,초미세먼지
2022-12-31 1:00,서대문구,37.5792,126.9368,48,31,미세먼지
2022-12-31 1:00,서초구,37.4836,127.0327,32,26,초미세먼지
2022-12-31 1:00,성동구,37.5633,127.0369,37,24,미세먼지
2022-12-31 1:00,성북구,37.5894,127.0164,31,21,미세먼지
2022-12-31 1:00,송파구,37.5145,127.1059,37,28,초미세먼지
2022-12-31 1:00,양천구,37.5168,126.8665,43,33,미세먼지
2022-12-31 1:00,영등포구,37.526,126.8961,36,26,미세먼지
2022-12-31 1:00,용산구,37.5311,126.981,40,29,미세먼지
2022-12-31 1:00,은평구,37.6027,126.9292,32,17,미세먼지
2022-12-31 1:00,종로구,37.5735,126.979,40,32,초미세먼지
2022-12-31 1:00,중구,37.5636,126.9978,39,37,초미세먼지
2022-12-31 1:00,중랑구,37.6063,127.0927,29,24,초미세먼지
2022-12-31 0:00,강남구,37.5172,127.0473,34,24,미세먼지
2022-12-31 0:00,강동구,37.5301,127.1238,35,25,미세먼지
2022-12-31 0:00,강북구,37.6398,127.025,25,18,초미세먼지
2022-12-31 0:00,강서구,37.5509,126.8495,53,34,미세먼지
2022-12-31 0:00,관악구,37.4784,126.9516,40,28,미세먼지
2022-12-31 0:00,광진구,37.5388,127.0826,33,24,초미세먼지
2022-12-31 0:00,구로구,37.4954,126.8874,39,27,미세먼지
2022-12-31 0:00,금천구,37.4569,126.8955,33,27,초미세먼지
2022-12-31 0:00,노원구,37.6543,127.0568,36,25,미세먼지
2022-12-31 0:00,도봉구,37.6688,127.0467,19,17,초미세먼지
2022-12-31 0:00,동대문구,37.5744,127.0395,38,26,미세먼지
2022-12-31 0:00,동작구,37.5124,126.9391,40,32,초미세먼지
2022-12-31 0:00,마포구,37.5663,126.9014,38,30,초미세먼지
2022-12-31 0:00,서대문구,37.5792,126.9368,39,28,미세먼지
2022-12-31 0:00,서초구,37.4836,127.0327,35,25,미세먼지
2022-12-31 0:00,성동구,37.5633,127.0369,36,23,미세먼지
2022-12-31 0:00,성북구,37.5894,127.0164,27,21,초미세먼지
2022-12-31 0:00,송파구,37.5145,127.1059,35,26,초미세먼지
2022-12-31 0:00,양천구,37.5168,126.8665,43,34,초미세먼지
2022-12-31 0:00,영등포구,37.526,126.8961,36,25,미세먼지
2022-12-31 0:00,용산구,37.5311,126.981,37,30,초미세먼지
2022-12-31 0:00,은평구,37.6027,126.9292,32,20,미세먼지
2022-12-31 0:00,종로구,37.5735,126.979,37,30,초미세먼지
2022-12-31 0:00,중구,37.5636,126.9978,39,34,초미세먼지
2022-12-31 0:00,중랑구,37.6063,127.0927,24,18,초미세먼지
